"dsc","url","mag","lat","lng","distance"
"M 0.4 - 3km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370331",0.36,37.6498333,-118.931,191.17837125778271
"M 0.4 - 3km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370356",0.36,37.6425,-118.9311667,191.20384753998533
"M 0.2 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370346",0.24,37.6386667,-118.9311667,191.22248872208485
"M 0.4 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370351",0.42,37.6381667,-118.9308333,191.24299402239427
"M 0.3 - 29km E of Shingletown, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366896",0.28,40.4708333,-121.5423333,191.25231461344404
"M 1.1 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72371426",1.1,40.4668333,-121.5221667,191.25417873165398
"M 1.7 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370361",1.68,37.6373333,-118.9306667,191.25604284986392
"M 0.5 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370326",0.48,37.6361667,-118.9306667,191.26163520449379
"M 0.5 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370316",0.52,37.641,-118.9301667,191.2653634409137
"M 1.1 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370366",1.11,37.639,-118.9303333,191.26598481365033
"M 0.6 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369341",0.63,40.4671667,-121.5226667,191.26971305007024
"M 0.6 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370341",0.6,37.6381667,-118.9301667,191.27965501385663
"M 0.4 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370386",0.35,37.6371667,-118.9301667,191.28400462301317
"M 0.6 - 3km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370321",0.64,37.64,-118.929,191.3343358146818
"M 1.6 - 2km NNE of Sun Valley, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474004",1.63,39.6189,-119.7614,191.37721053351063
"M 0.2 - 4km ENE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367426",0.24,37.6566667,-118.9266667,191.38466700635044
"M 0.2 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369346",0.18,40.4685,-121.5186667,191.41262877949967
"M 0.2 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369396",0.21,40.4691667,-121.519,191.45301800738193
"M 0.4 - 4km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370916",0.38,37.6371667,-118.9268333,191.46668820758822
"M 0.5 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367551",0.46,40.4698333,-121.5188333,191.49962096263064
"M 0.2 - 4km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367361",0.24,37.6263333,-118.9271667,191.5027278263139
"M 0.3 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72371706",0.27,40.4703333,-121.5183333,191.53938881777623
"M 0.4 - 4km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368791",0.38,37.6403333,-118.9251667,191.54249568145949
"M 0.6 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72371686",0.64,40.471,-121.5178333,191.59096275491817
"M 0.2 - 30km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369411",0.24,40.4716667,-121.517,191.64688630121665
"M 2.3 - 5km ESE of Redding, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375441",2.26,40.5611667,-122.3335,191.68044042899575
"M 0.1 - 11km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00477013",0.06,39.7795,-119.9443,191.7649471211801
"M 0.9 - 6km N of Lemmon Valley, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474235",0.89,39.6906,-119.8305,191.89729951408654
"M 0.7 - 5km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367881",0.74,37.6178333,-118.919,191.99485503374055
"M 1.4 - 5km NE of Santa Margarita, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72380686",1.37,35.4308319,-120.5683365,192.00852523394684
"M 1.3 - 28km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366031",1.34,40.4716667,-121.4846667,192.0917891806579
"M 0.3 - 6km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72365941",0.27,37.6161667,-118.9101667,192.4869822411672
"M 0.3 - 6km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72378491",0.26,37.6526667,-118.904,192.6429467980663
"M 0.6 - 13km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474405",0.57,39.7968,-119.9432,192.65351013458934
"M 1.1 - 6km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72378481",1.13,37.6425,-118.9036667,192.70819093541454
"M 0.8 - 6km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72378476",0.76,37.644,-118.903,192.73739545403706
"M 0.6 - 13km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00477038",0.57,39.7933,-119.9362,192.74423055414022
"M 1.2 - 11km WSW of Los Osos, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366416",1.15,35.2558333,-120.937,192.74671604508683
"M 1.2 - 13km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474808",1.17,39.7978,-119.9401,192.8187952825382
"M 0.5 - 27km NNW of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476454",0.47,39.9098,-120.0962,192.82003802801148
"M 0.1 - 13km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474819",0.14,39.7996,-119.9418,192.8436501920042
"M 0.3 - 6km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72378461",0.28,37.6446667,-118.9006667,192.86229137410368
"M 1.3 - 13km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474805",1.27,39.7995,-119.9386,192.95798277554775
"M 0.2 - 28km NW of Chester, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366451",0.23,40.484,-121.4796667,192.9822163122771
"M 1.0 - 13km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474807",1.04,39.7994,-119.9372,193.00582847626978
"M 0.4 - 6km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72378411",0.38,37.6321667,-118.8985,193.04124672225882
"M 0.2 - 6km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373196",0.17,37.6536667,-118.8963333,193.05802378614837
"M 0.2 - 13km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476851",0.2,39.7964,-119.9294,193.15122969664583
"M 0.2 - 6km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373766",0.16,37.6496667,-118.8945,193.17608460611183
"M 0.2 - 7km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367921",0.21,37.6323333,-118.8945,193.2593485528229
"M 0.6 - 14km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376701",0.55,37.5266667,-118.906,193.2966309170219
"M 0.8 - 14km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376686",0.78,37.5248333,-118.9048333,193.37430250910313
"M 0.3 - 7km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376551",0.3,37.633,-118.8916667,193.41096350056546
"M 0.2 - 7km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368026",0.22,37.633,-118.8913333,193.4289833099283
"M 0.2 - 10km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376266",0.21,37.5731667,-118.8971667,193.452595473921
"M 0.4 - 7km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367886",0.43,37.6325,-118.8895,193.53213118421218
"M 0.2 - 7km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373221",0.19,37.6266667,-118.8888333,193.59799669429705
"M 0.2 - 7km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368156",0.17,37.6381667,-118.8875,193.6135310127133
"M 0.1 - 15km NNE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474816",0.06,39.812,-119.937,193.6321721948128
"M 0.7 - 7km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367276",0.67,37.6243333,-118.8876667,193.67380416816832
"M 1.7 - 29km S of Rio Dell, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72380931",1.68,40.2384987,-124.1675034,193.80118557918155
"M 0.9 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72381146",0.91,37.662,-118.8815,193.83287558875068
"M 0.8 - 6km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367196",0.76,37.6298333,-118.8841667,193.83722519790723
"M 0.8 - 8km ENE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72381151",0.79,37.6655,-118.8808333,193.85462363453343
"M 0.2 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369586",0.18,37.6321667,-118.8833333,193.87077932568633
"M 2.2 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367431",2.17,37.6196667,-118.8845,193.87140069842297
"M 1.1 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367391",1.06,37.6208333,-118.8838333,193.90184796251881
"M 0.6 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367411",0.57,37.6141667,-118.8843333,193.9105471808319
"M 0.1 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373266",0.11,37.6378333,-118.882,193.91613953546175
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368001",0.28,37.638,-118.8816667,193.93353797208795
"M 0.4 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375821",0.36,37.6403333,-118.8811667,193.94969366324085
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373231",0.32,37.638,-118.8806667,193.98821877291314
"M 0.5 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367896",0.46,37.6286667,-118.8815,193.9888401456498
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373181",0.34,37.6356667,-118.8803333,194.0180446642723
"M 0.2 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367976",0.21,37.6258333,-118.8811667,194.0217729006922
"M 0.6 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367601",0.63,37.628,-118.8808333,194.02860800079537
"M 0.1 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373186",0.12,37.6375,-118.8795,194.05470565573467
"M 0.4 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72372861",0.38,37.6411667,-118.879,194.0640262467844
"M 0.4 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375951",0.39,37.6348333,-118.879,194.0950948836169
"M 0.3 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370971",0.26,37.6273333,-118.8795,194.10503684740328
"M 0.3 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368096",0.26,37.632,-118.8788333,194.11808567487293
"M 0.2 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367901",0.24,37.6258333,-118.8791667,194.13113450234258
"M 1.5 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367891",1.46,37.6291667,-118.8788333,194.1323772478159
"M 0.4 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367966",0.37,37.6308333,-118.8783333,194.15101842991538
"M 0.3 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367926",0.26,37.6325,-118.8778333,194.1702809847515
"M 0.3 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367681",0.25,37.6321667,-118.8773333,194.19948550337406
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368171",0.26,37.634,-118.8766667,194.22682590378665
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367636",0.25,37.6353333,-118.8765,194.22931139473326
"M 0.7 - 7km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367691",0.71,37.6336667,-118.8765,194.2373892403097
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367721",0.25,37.6363333,-118.8761667,194.2423602222029
"M 0.7 - 6km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376731",0.67,37.6315,-118.8765,194.24795257683274
"M 2.2 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367876",2.15,37.6295,-118.8766667,194.24919532230604
"M 0.5 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368071",0.48,37.6293333,-118.8766667,194.2498166950427
"M 1.1 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367711",1.12,37.6303333,-118.8765,194.25416630419926
"M 0.4 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368066",0.4,37.6318333,-118.8761667,194.2647296407223
"M 0.9 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367761",0.86,37.6318333,-118.8761667,194.2647296407223
"M 0.4 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367736",0.39,37.6333333,-118.876,194.26659375893223
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367621",0.33,37.6356667,-118.8753333,194.29144866839823
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367626",0.3,37.6373333,-118.8751667,194.29207004113488
"M 0.9 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373201",0.87,37.6345,-118.875,194.31506083239094
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72374861",0.3,37.6543333,-118.8731667,194.32251730523072
"M 0.7 - 8km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367956",0.66,37.6276667,-118.8743333,194.385897324369
"M 1.9 - 5km ENE of Redding, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72381771",1.91,40.6004982,-122.3293304,194.39894615183866
"M 0.3 - 8km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369656",0.29,37.633,-118.8726667,194.4505200889806
"M 0.3 - 9km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373241",0.29,37.6456667,-118.87,194.53502678116496
"M 0.4 - 9km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375546",0.35,37.6253333,-118.871,194.58038699094038
"M 0.4 - 13km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366361",0.43,37.5475,-118.8793333,194.6002709185132
"M 0.1 - 9km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375236",0.14,37.654,-118.8676667,194.6251258279792
"M 0.3 - 17km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373866",0.31,37.5118333,-118.882,194.72205997489655
"M 0.3 - 9km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc71088969",0.32,37.6341667,-118.8675,194.72703095678975
"M 1.9 - 29km SSW of Rio Dell, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366066",1.91,40.2443333,-124.1898333,194.7363515478395
"M 0.1 - 14km NE of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00475067",0.06,39.773,-119.8569,194.76617743919869
"M 0.9 - 38km SE of Bridgeport, California","http://earthquake.usgs.gov/earthquakes/eventpage/nn00477336",0.91,38.0574,-118.8676,194.81464451265737
"M 0.5 - 11km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376941",0.47,37.5785,-118.8705,194.8761604135857
"M 1.3 - 12km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367826",1.27,37.5598333,-118.8711667,194.96128847850673
"M 0.9 - 28km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375241",0.91,37.396,-118.8973333,194.96688083313657
"M 1.7 - 28km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375486",1.73,37.3985,-118.8963333,194.99422123354915
"M 0.4 - 10km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72379491",0.37,37.6111667,-118.864,195.03896007058796
"M 0.3 - 13km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72374886",0.26,37.5643333,-118.8676667,195.12284539003568
"M 0.4 - 12km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368321",0.38,37.5755,-118.8656667,195.159506381498
"M 1.2 - 16km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72372656",1.16,37.5416667,-118.8693333,195.1880895273839
"M 0.2 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72381231",0.16,37.6465,-118.8571667,195.23344973715933
"M 1.8 - 12km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373831",1.84,37.5695,-118.864,195.28875191072117
"M 0.4 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368141",0.44,37.6508333,-118.8555,195.30490760187408
"M 0.3 - 10km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376956",0.26,37.6276667,-118.8566667,195.3527533025961
"M 0.5 - 16km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72381271",0.46,37.5231667,-118.8676667,195.41613332173438
"M 0.6 - 0km ENE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476541",0.61,39.6522,-119.698,195.44098823120038
"M 0.7 - 11km NE of Shingletown, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72378436",0.69,40.5755,-121.7986667,195.45341568593338
"M 0.4 - 0km NE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476558",0.36,39.6547,-119.7003,195.45962941329987
"M 0.3 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72374396",0.27,37.6493333,-118.8526667,195.46646451340303
"M 0.1 - 0km NE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476549",0.11,39.6543,-119.6984,195.5186598232816
"M 0.0 - 1km NE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476544",0.01,39.6545,-119.6979,195.54786434190413
"M 0.2 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375766",0.2,37.6538333,-118.8506667,195.55594218748058
"M 0.6 - 1km ENE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476521",0.6,39.6538,-119.6968,195.56091316937378
"M 1.2 - 14km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369536",1.17,37.5575,-118.86,195.58763219704974
"M 1.4 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72372531",1.35,37.65,-118.8501667,195.6006810245194
"M 0.8 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72374546",0.77,37.6478333,-118.8501667,195.61000161556913
"M 0.4 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72374781",0.41,37.6493333,-118.8498333,195.62180769756546
"M 0.1 - 11km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72378971",0.12,37.612,-118.853,195.63609927050842
"M 0.8 - 17km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72373716",0.77,37.511,-118.8646667,195.67462438018072
"M 0.8 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72371571",0.82,37.649,-118.8488333,195.67773124386395
"M 0.6 - 10km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72371586",0.63,37.6483333,-118.8488333,195.6808381075472
"M 0.1 - 1km NE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476543",0.05,39.6562,-119.6963,195.68891595312365
"M 2.4 - 20km SE of Kettleman City, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72380516",2.38,35.862,-119.8183333,195.69264418954356
"M 0.0 - 1km NE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476546",0.01,39.6567,-119.6938,195.81256912771696
"M 1.3 - 16km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366981",1.34,37.5275,-118.8573333,195.94740701156996
"M 0.3 - 11km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375871",0.25,37.6475,-118.844,195.94927112977993
"M 0.6 - 35km NE of Portola, California","http://earthquake.usgs.gov/earthquakes/eventpage/nn00474141",0.58,39.9904,-120.1279,195.95734897535635
"M 0.5 - 13km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72372606",0.51,37.5725,-118.8511667,195.97101917556267
"M 0.3 - 12km ENE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376506",0.34,37.681,-118.84,196.0275640945978
"M 0.0 - 1km ENE of Spanish Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nn00476545",0,39.6572,-119.689,196.0300495855444
"M 1.5 - 38km ESE of Bridgeport, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72370706",1.5,38.0883333,-118.8473333,196.09342960468268
"M 0.3 - 13km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367201",0.34,37.5813333,-118.8475,196.11579902320207
"M 0.1 - 12km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72374316",0.12,37.5958333,-118.8451667,196.15556687834766
"M 0.5 - 20km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375531",0.54,37.4926667,-118.8583333,196.16923707855395
"M 0.6 - 11km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375436",0.62,37.6626667,-118.838,196.21024767917285
"M 0.5 - 12km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72366841",0.5,37.5948333,-118.8431667,196.27114220736453
"M 0.5 - 11km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368201",0.47,37.6378333,-118.8388333,196.27735593473102
"M 0.4 - 11km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368196",0.41,37.6368333,-118.8386667,196.29164750767396
"M 0.8 - 12km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367416",0.79,37.6625,-118.8363333,196.30221084419702
"M 0.5 - 11km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72376921",0.5,37.635,-118.8375,196.364348117862
"M 0.5 - 14km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367031",0.52,37.57,-118.844,196.37863969080493
"M 0.4 - 20km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369871",0.38,37.4881667,-118.8548333,196.3979022456411
"M 2.1 - 21km SE of Kettleman City, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72380566",2.13,35.8561667,-119.8061667,196.4656318739359
"M 0.2 - 12km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375461",0.15,37.6588333,-118.8335,196.4730883467757
"M 2.2 - 36km NNW of Cold Springs, Nevada","http://earthquake.usgs.gov/earthquakes/eventpage/nc72371946",2.23,39.9918333,-120.1145,196.48924403792861
"M 1.9 - 3km NE of Hayfork, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72369546",1.91,40.5746667,-123.1545,196.58990642126588
"M 0.5 - 12km E of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc71089069",0.47,37.6586667,-118.8308333,196.61973231262508
"M 0.9 - 13km ESE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367671",0.91,37.5905,-118.8363333,196.6700635042937
"M 0.4 - 16km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72375421",0.42,37.54,-118.8415,196.72039469596234
"M 0.8 - 19km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72368946",0.8,37.5011667,-118.8456667,196.78998844246712
"M 0.5 - 22km SSE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72379011",0.52,37.4716667,-118.8498333,196.81297923372315
"M 0.5 - 14km SE of Mammoth Lakes, California","http://earthquake.usgs.gov/earthquakes/eventpage/nc72367596",0.5,37.5753333,-118.8345,196.86393179812845
